5472	8192	1356060	0.667969	0.940218
5504	8192	1358870	0.671875	0.943236
5536	8192	1367311	0.675781	0.946665
5568	8192	1379354	0.679688	0.948858
5600	8192	1401131	0.683594	0.948532
5632	8192	1374007	0.6875	0.950316
5664	8192	1405793	0.691406	0.957461
5696	8192	1401865	0.695312	0.955455
5728	8192	1407866	0.699219	0.958059
5760	8192	1254120	0.703125	0.955621
5792	8192	1212825	0.707031	0.959906
5824	8192	1167786	0.710938	0.956094
5856	8192	1157338	0.714844	0.95764
5888	8192	1150625	0.71875	0.957778
5920	8192	1173148	0.722656	0.961443
5952	8192	1174125	0.726562	0.962256
5984	8192	1179197	0.730469	0.96163
6016	8192	1167894	0.734375	0.961033
6048	8192	1187304	0.738281	0.964443
6080	8192	1174530	0.742188	0.965298
6112	8192	1189383	0.746094	0.967007
6144	8192	1168909	0.75	0.965716
6176	8192	1168011	0.753906	0.968205
6208	8192	1195577	0.757812	0.970284
6240	8192	1184376	0.761719	0.971877
6272	8192	1172828	0.765625	0.969354
6304	8192	1198629	0.769531	0.971788
6336	8192	1212480	0.773438	0.97293
6368	8192	1279211	0.777344	0.976184
6400	8192	1174964	0.78125	0.978583
6432	8192	1222169	0.785156	0.97766
6464	8192	1254489	0.789062	0.977487
6496	8192	1167261	0.792969	0.976577
6528	8192	1321087	0.796875	0.976502
6560	8192	1322697	0.800781	0.979124
6592	8192	1217422	0.804688	0.982744
6624	8192	1190015	0.808594	0.982431
6656	8192	1183538	0.8125	0.983813
6688	8192	1204554	0.816406	0.983837
6720	8192	1186883	0.820312	0.983601
6752	8192	1207371	0.824219	0.984997
6784	8192	1189263	0.828125	0.98778
6816	8192	1192634	0.832031	0.98504
6848	8192	1192619	0.835938	0.986313
6880	8192	1188623	0.839844	0.987002
6912	8192	1214343	0.84375	0.987656
6944	8192	1220247	0.847656	0.988663
6976	8192	1204823	0.851562	0.989223
7008	8192	1191442	0.855469	0.989002
7040	8192	1180972	0.859375	0.990508
7072	8192	1191440	0.863281	0.989551
7104	8192	1191897	0.867188	0.99086
7136	8192	1194272	0.871094	0.991118
7168	8192	1267851	0.875	0.993013
7200	8192	1255175	0.878906	0.993158
7232	8192	1256374	0.882812	0.992913
7264	8192	1224725	0.886719	0.994185
7296	8192	1208310	0.890625	0.99355
7328	8192	1226360	0.894531	0.993968
7360	8192	1229213	0.898438	0.995162
7392	8192	1213462	0.902344	0.995771
7424	8192	1185773	0.90625	0.996014
7456	8192	1190863	0.910156	0.995748
7488	8192	1195013	0.914062	0.996654
7520	8192	1217642	0.917969	0.996758
7552	8192	1233176	0.921875	0.996392
7584	8192	1364030	0.925781	0.997238
7616	8192	1369461	0.929688	0.997562
7648	8192	1197689	0.933594	0.997603
7680	8192	1238216	0.9375	0.998374
7712	8192	1237920	0.941406	0.998187
7744	8192	1380214	0.945312	0.998882
7776	8192	1261986	0.949219	0.998691
7808	8192	1233752	0.953125	0.999122
7840	8192	1189548	0.957031	0.998913
7872	8192	1265569	0.960938	0.99925
7904	8192	1335938	0.964844	0.999492
7936	8192	1327467	0.96875	0.999414
7968	8192	1333081	0.972656	0.999694
8000	8192	1336870	0.976562	0.99973
8032	8192	1416114	0.980469	0.999766
8064	8192	1477267	0.984375	0.999814
8096	8192	1432279	0.988281	0.999908
8128	8192	1412590	0.992188	0.999956
8160	8192	1453502	0.996094	0.999996
