32	8192	800779	0.00390625	0.490688
64	8192	733676	0.0078125	0.506018
96	8192	763330	0.0117188	0.515476
128	8192	736371	0.015625	0.507188
160	8192	759056	0.0195312	0.517683
192	8192	728377	0.0234375	0.521802
224	8192	747244	0.0273438	0.524389
256	8192	750247	0.03125	0.533723
288	8192	738451	0.0351562	0.534868
320	8192	746808	0.0390625	0.543096
352	8192	805178	0.0429688	0.549024
384	8192	847911	0.046875	0.548033
416	8192	777633	0.0507812	0.543663
448	8192	748222	0.0546875	0.555285
480	8192	767286	0.0585938	0.555847
512	8192	762915	0.0625	0.549682
544	8192	784636	0.0664062	0.55351
576	8192	773654	0.0703125	0.569682
608	8192	788129	0.0742188	0.592326
640	8192	755611	0.078125	0.558799
672	8192	774196	0.0820312	0.581949
704	8192	777568	0.0859375	0.580444
736	8192	786064	0.0898438	0.585343
768	8192	807796	0.09375	0.596552
800	8192	785528	0.0976562	0.59003
832	8192	810862	0.101562	0.60484
864	8192	811631	0.105469	0.608374
896	8192	782624	0.109375	0.587646
928	8192	804375	0.113281	0.606996
960	8192	831289	0.117188	0.600984
992	8192	869551	0.121094	0.615787
1024	8192	807524	0.125	0.604191
1056	8192	821131	0.128906	0.613201
1088	8192	823949	0.132812	0.624851
1120	8192	829779	0.136719	0.634815
1152	8192	855328	0.140625	0.637132
1184	8192	900492	0.144531	0.628018
1216	8192	848414	0.148438	0.64954
1248	8192	835730	0.152344	0.621681
1280	8192	854355	0.15625	0.643004
1312	8192	957114	0.160156	0.6366
1344	8192	841176	0.164062	0.628224
1376	8192	938414	0.167969	0.669111
1408	8192	867591	0.171875	0.658679
1440	8192	1016408	0.175781	0.681757
1472	8192	1118217	0.179688	0.660723
1504	8192	910653	0.183594	0.651834
1536	8192	879169	0.1875	0.66861
1568	8192	882998	0.191406	0.66475
1600	8192	877320	0.195312	0.676079
1632	8192	898832	0.199219	0.6909
1664	8192	885864	0.203125	0.681125
1696	8192	900788	0.207031	0.689135
1728	8192	911248	0.210938	0.700769
1760	8192	900967	0.214844	0.690208
1792	8192	901214	0.21875	0.699566
1824	8192	922327	0.222656	0.702347
1856	8192	920696	0.226562	0.696459
1888	8192	920235	0.230469	0.71033
1920	8192	966847	0.234375	0.719265
1952	8192	938944	0.238281	0.703158
1984	8192	929052	0.242188	0.699734
2016	8192	948158	0.246094	0.713876
2048	8192	912939	0.25	0.713252
2080	8192	916449	0.253906	0.712263
2112	8192	925546	0.257812	0.722022
2144	8192	933467	0.261719	0.732281
2176	8192	944689	0.265625	0.730612
2208	8192	966151	0.269531	0.738576
2240	8192	1013539	0.273438	0.731063
2272	8192	1049371	0.277344	0.745587
2304	8192	1042691	0.28125	0.736505
2336	8192	1054482	0.285156	0.736029
2368	8192	1046651	0.289062	0.752697
2400	8192	1034617	0.292969	0.739906
2432	8192	1094340	0.296875	0.759258
2464	8192	1049742	0.300781	0.745728
2496	8192	1022297	0.304688	0.760498
2528	8192	981814	0.308594	0.758613
2560	8192	1063430	0.3125	0.755219
2592	8192	1077365	0.316406	0.752107
2624	8192	1082405	0.320312	0.764314
2656	8192	1117387	0.324219	0.769876
2688	8192	1121077	0.328125	0.775621
2720	8192	1109985	0.332031	0.77281
2752	8192	1104007	0.335938	0.782376
2784	8192	1125541	0.339844	0.787359
2816	8192	1145458	0.34375	0.78653
2848	8192	1112882	0.347656	0.789267
2880	8192	1148063	0.351562	0.798774
2912	8192	1142749	0.355469	0.796992
2944	8192	1147383	0.359375	0.800742
2976	8192	1146414	0.363281	0.79832
3008	8192	1126764	0.367188	0.789822
3040	8192	1052128	0.371094	0.805717
3072	8192	1035366	0.375	0.811417
3104	8192	1008020	0.378906	0.793706
3136	8192	1019729	0.382812	0.808467
3168	8192	1001422	0.386719	0.807042
3200	8192	1030215	0.390625	0.812877
3232	8192	1028741	0.394531	0.819553
3264	8192	1021901	0.398438	0.81371
3296	8192	1058887	0.402344	0.829345
3328	8192	1106469	0.40625	0.815649
3360	8192	1116278	0.410156	0.818646
3392	8192	1125091	0.414062	0.828292
3424	8192	1048120	0.417969	0.830871
3456	8192	1048600	0.421875	0.828669
3488	8192	1048944	0.425781	0.834818
3520	8192	1057098	0.429688	0.843605
3552	8192	1041911	0.433594	0.821508
3584	8192	1067258	0.4375	0.842791
3616	8192	1061634	0.441406	0.84212
3648	8192	1105658	0.445312	0.856211
3680	8192	1072505	0.449219	0.847396
3712	8192	1080482	0.453125	0.851252
3744	8192	1130661	0.457031	0.854548
3776	8192	1072835	0.460938	0.849797
3808	8192	1077899	0.464844	0.866761
3840	8192	1115118	0.46875	0.858656
3872	8192	1086368	0.472656	0.85667
3904	8192	1078603	0.476562	0.865089
3936	8192	1064852	0.480469	0.86398
3968	8192	1095014	0.484375	0.872613
4000	8192	1147642	0.488281	0.865374
4032	8192	1186664	0.492188	0.870553
4064	8192	1190337	0.496094	0.868458
4096	8192	1235893	0.5	0.878592
4128	8192	1272689	0.503906	0.882147
4160	8192	1228686	0.507812	0.871933
4192	8192	1214737	0.511719	0.875052
4224	8192	1228264	0.515625	0.88414
4256	8192	1189186	0.519531	0.885432
4288	8192	1118205	0.523438	0.88621
4320	8192	1089492	0.527344	0.893237
4352	8192	1132709	0.53125	0.893839
4384	8192	1091348	0.535156	0.890869
4416	8192	1100752	0.539062	0.897051
4448	8192	1098103	0.542969	0.896618
4480	8192	1086071	0.546875	0.890559
4512	8192	1098982	0.550781	0.894707
4544	8192	1131295	0.554688	0.897342
4576	8192	1317614	0.558594	0.900417
4608	8192	1118775	0.5625	0.904716
4640	8192	1098670	0.566406	0.909846
4672	8192	1108529	0.570312	0.906923
4704	8192	1132172	0.574219	0.916456
4736	8192	1147220	0.578125	0.905891
4768	8192	1121469	0.582031	0.915285
4800	8192	1140902	0.585938	0.919607
4832	8192	1184051	0.589844	0.923613
4864	8192	1135888	0.59375	0.917717
4896	8192	1346230	0.597656	0.9256
4928	8192	1321352	0.601562	0.916518
4960	8192	1349230	0.605469	0.916006
4992	8192	1344758	0.609375	0.92792
5024	8192	1414739	0.613281	0.93196
5056	8192	1327713	0.617188	0.929063
5088	8192	1322930	0.621094	0.926741
5120	8192	1409650	0.625	0.932428
5152	8192	1366625	0.628906	0.928764
5184	8192	1339640	0.632812	0.924852
5216	8192	1361192	0.636719	0.935672
5248	8192	1333882	0.640625	0.93848
5280	8192	1354916	0.644531	0.933711
5312	8192	1367560	0.648438	0.943512
5344	8192	1347716	0.652344	0.937233
5376	8192	1356409	0.65625	0.942585
5408	8192	1335378	0.660156	0.934763
5440	8192	1335412	0.664062	0.938204
